date,store_id,cat_id,sales,sales_detrend,is_anomaly
2011-01-29,TX_1,FOODS,3950.35,299.02204747528003,False
2011-01-30,TX_1,FOODS,3844.97,193.65445756040026,False
2011-01-31,TX_1,FOODS,2888.03,-763.2731323544785,False
2011-02-01,TX_1,FOODS,3631.28,-20.01072226935821,False
2011-02-02,TX_1,FOODS,3072.18,-579.0983121842378,False
2011-02-03,TX_1,FOODS,4827.67,1176.4040979008832,False
2011-02-04,TX_1,FOODS,2865.66,-785.5934920139966,False
2011-02-05,TX_1,FOODS,4446.09,794.8489180711244,False
2011-02-06,TX_1,FOODS,4991.76,1340.5313281562453,False
2011-02-07,TX_1,FOODS,3551.25,-99.96626175863457,False
2011-02-08,TX_1,FOODS,2690.66,-960.5438516735139,False
2011-02-09,TX_1,FOODS,3602.84,-48.3514415883933,False
2011-02-10,TX_1,FOODS,3233.29,-417.8890315032727,False
2011-02-11,TX_1,FOODS,3696.21,45.043378581848174,False
2011-02-12,TX_1,FOODS,4803.05,1151.8957886669687,False
2011-02-13,TX_1,FOODS,5817.36,2166.218198752089,False
2011-02-14,TX_1,FOODS,3271.07,-380.0593911627898,False
2011-02-15,TX_1,FOODS,3859.7,208.5830189223302,False
2011-02-16,TX_1,FOODS,3210.92,-440.18457099254874,False
2011-02-17,TX_1,FOODS,2965.81,-685.2821609074285,False
2011-02-18,TX_1,FOODS,3186.52,-464.5597508223077,False
2011-02-19,TX_1,FOODS,3965.15,314.0826592628132,False
2011-02-20,TX_1,FOODS,4145.67,494.6150693479335,False
2011-02-21,TX_1,FOODS,3224.6,-426.44252056694586,False
2011-02-22,TX_1,FOODS,2893.82,-757.2101104818248,False
2011-02-23,TX_1,FOODS,2580.78,-1070.2377003967044,False
2011-02-24,TX_1,FOODS,3083.86,-567.1452903115837,False
2011-02-25,TX_1,FOODS,3013.17,-637.8228802264634,False
2011-02-26,TX_1,FOODS,3803.96,152.97952985865732,False
2011-02-27,TX_1,FOODS,4289.93,638.9619399437784,False
2011-02-28,TX_1,FOODS,3161.71,-489.24564997110156,False
2011-03-01,TX_1,FOODS,3199.07,-451.87323988598064,False
2011-03-02,TX_1,FOODS,3113.6,-537.3308298008601,False
2011-03-03,TX_1,FOODS,3335.43,-315.48841971573984,False
2011-03-04,TX_1,FOODS,2973.72,-677.1860096306191,False
2011-03-05,TX_1,FOODS,4587.39,936.4964004545018,False
2011-03-06,TX_1,FOODS,5018.7,1367.818810539622,False
2011-03-07,TX_1,FOODS,4076.49,425.6212206247428,False
2011-03-08,TX_1,FOODS,3290.18,-360.6763692901368,False
2011-03-09,TX_1,FOODS,3846.26,195.41604079498438,False
2011-03-10,TX_1,FOODS,3030.62,-620.2115491198952,False
2011-03-11,TX_1,FOODS,3307.94,-342.87913903477465,False
2011-03-12,TX_1,FOODS,4870.73,1219.9232710503456,False
2011-03-13,TX_1,FOODS,4889.51,1238.7156811354666,False
2011-03-14,TX_1,FOODS,3892.37,241.5880912205871,False
2011-03-15,TX_1,FOODS,4377.82,727.0505013057077,False
2011-03-16,TX_1,FOODS,3225.75,-425.00708860917166,False
2011-03-17,TX_1,FOODS,3487.95,-162.79467852405105,False
2011-03-18,TX_1,FOODS,3552.71,-98.02226843893004,False
2011-03-19,TX_1,FOODS,3926.72,276.00014164619006,False
2011-03-20,TX_1,FOODS,4366.33,715.622551731311,False
2011-03-21,TX_1,FOODS,3028.0,-622.6950381835686,False
2011-03-22,TX_1,FOODS,2800.49,-850.192628098448,False
2011-03-23,TX_1,FOODS,2716.85,-933.8202180133271,False
2011-03-24,TX_1,FOODS,2879.23,-771.4278079282067,False
2011-03-25,TX_1,FOODS,2915.94,-734.7053978430858,False
2011-03-26,TX_1,FOODS,3774.77,124.13701224203442,False
2011-03-27,TX_1,FOODS,4428.66,778.0394223271551,False
2011-03-28,TX_1,FOODS,2898.23,-752.378167587724,False
2011-03-29,TX_1,FOODS,2703.51,-947.0857575026034,False
2011-03-30,TX_1,FOODS,2694.68,-955.903347417483,False
2011-03-31,TX_1,FOODS,2671.67,-978.900937332362,False
2011-04-01,TX_1,FOODS,4154.01,503.4514727527585,False
2011-04-02,TX_1,FOODS,4189.61,539.0638828378787,False
2011-04-03,TX_1,FOODS,4789.81,1139.2762929229998,False
2011-04-04,TX_1,FOODS,3337.22,-313.30129699188,False
2011-04-05,TX_1,FOODS,3983.45,332.9411130932408,False
2011-04-06,TX_1,FOODS,3628.76,-21.736476821638462,False
2011-04-07,TX_1,FOODS,3914.32,263.8359332634823,False
2011-04-08,TX_1,FOODS,3584.55,-65.92165665139692,False
2011-04-09,TX_1,FOODS,5022.85,1372.3907534337236,False
2011-04-10,TX_1,FOODS,4903.23,1252.7831635188436,False
2011-04-11,TX_1,FOODS,4055.29,404.85557360396433,False
2011-04-12,TX_1,FOODS,4296.46,646.0379836890852,False
2011-04-13,TX_1,FOODS,3858.9,208.49039377420604,False
2011-04-14,TX_1,FOODS,3163.74,-486.65719614067393,False
2011-04-15,TX_1,FOODS,4008.39,358.00521394444695,False
2011-04-16,TX_1,FOODS,4488.14,837.7676240295682,False
2011-04-17,TX_1,FOODS,4508.33,857.9700341146881,False
2011-04-18,TX_1,FOODS,3300.54,-349.80755580019104,False
2011-04-19,TX_1,FOODS,3091.63,-558.7051457150706,False
2011-04-20,TX_1,FOODS,2843.33,-806.99273562995,False
2011-04-21,TX_1,FOODS,2964.78,-685.5303255448289,False
2011-04-22,TX_1,FOODS,3458.35,-191.94791545970884,False
2011-04-23,TX_1,FOODS,4293.11,642.8244946254117,False
2011-04-24,TX_1,FOODS,4079.7,429.42690471053265,False
2011-04-25,TX_1,FOODS,2749.95,-900.310685204347,False
2011-04-26,TX_1,FOODS,2659.14,-991.1082751192262,False
2011-04-27,TX_1,FOODS,2425.32,-1224.9158650341055,False
2011-04-28,TX_1,FOODS,2132.04,-1518.183454948985,False
2011-04-29,TX_1,FOODS,2849.33,-800.8810448638642,False
2011-04-30,TX_1,FOODS,3561.22,-88.97863477874398,False
2011-05-01,TX_1,FOODS,4933.17,1282.983775306377,False
2011-05-02,TX_1,FOODS,3043.98,-606.1938146085022,False
2011-05-03,TX_1,FOODS,3682.08,31.918595476618066,False
2011-05-04,TX_1,FOODS,2680.66,-969.4889944382612,False
2011-05-05,TX_1,FOODS,3502.48,-147.65658435314072,False
2011-05-06,TX_1,FOODS,5524.79,1874.66582573198,False
2011-05-07,TX_1,FOODS,4693.59,1043.478235817101,False
2011-05-08,TX_1,FOODS,3548.13,-101.9693540977787,False
2011-05-09,TX_1,FOODS,4031.75,381.663055987342,False
2011-05-10,TX_1,FOODS,3560.05,-90.0245339275375,False
2011-05-11,TX_1,FOODS,3061.04,-589.0221238424169,False
2011-05-12,TX_1,FOODS,3407.58,-242.46971375729618,False
2011-05-13,TX_1,FOODS,4224.42,574.3826963278243,False
2011-05-14,TX_1,FOODS,4077.11,427.08510641294515,False
2011-05-15,TX_1,FOODS,5071.82,1421.8075164980655,False
2011-05-16,TX_1,FOODS,3647.55,-2.450073416813666,False
2011-05-17,TX_1,FOODS,3348.94,-301.047663331693,False
2011-05-18,TX_1,FOODS,2669.4,-980.5752532465726,False
2011-05-19,TX_1,FOODS,2845.08,-804.882843161452,False
2011-05-20,TX_1,FOODS,3183.92,-466.03043307633106,False
2011-05-21,TX_1,FOODS,3768.73,118.79197700878922,False
2011-05-22,TX_1,FOODS,4008.41,358.48438709390985,False
2011-05-23,TX_1,FOODS,2904.74,-745.1732028209694,False
2011-05-24,TX_1,FOODS,2528.96,-1120.9407927358488,False
2011-05-25,TX_1,FOODS,2951.85,-698.0383826507282,False
2011-05-26,TX_1,FOODS,2875.64,-774.2359725656079,False
2011-05-27,TX_1,FOODS,2889.56,-760.303562480487,False
2011-05-28,TX_1,FOODS,3637.92,-11.931152395366098,False
2011-05-29,TX_1,FOODS,3751.49,101.65125768975395,False
2011-05-30,TX_1,FOODS,3173.31,-476.5163322251251,False
2011-05-31,TX_1,FOODS,2686.63,-963.1839221400041,False
2011-06-01,TX_1,FOODS,4003.09,353.28848794511623,False
2011-06-02,TX_1,FOODS,3315.33,-334.4591019697632,False
2011-06-03,TX_1,FOODS,4133.83,484.05330811535714,False
2011-06-04,TX_1,FOODS,4114.05,464.2857182004782,False
2011-06-05,TX_1,FOODS,4810.4800000000005,1160.7281282855993,False
2011-06-06,TX_1,FOODS,4176.95,527.210538370719,False
2011-06-07,TX_1,FOODS,4304.93,655.2029484558402,False
2011-06-08,TX_1,FOODS,3420.66,-229.05464145903943,False
2011-06-09,TX_1,FOODS,3994.77,345.06776862608103,False
2011-06-10,TX_1,FOODS,3702.69,53.0001787112019,False
2011-06-11,TX_1,FOODS,4695.8,1046.1225887963224,False
2011-06-12,TX_1,FOODS,5132.67,1483.004998881443,False
2011-06-13,TX_1,FOODS,4229.35,579.6974089665641,False
2011-06-14,TX_1,FOODS,3683.54,33.89981905168406,False
2011-06-15,TX_1,FOODS,4100.66,451.03222913680474,False
2011-06-16,TX_1,FOODS,3380.37,-269.2453607780744,False
2011-06-17,TX_1,FOODS,3651.55,1.9470493070461998,False
2011-06-18,TX_1,FOODS,4397.45,747.8594593921666,False
2011-06-19,TX_1,FOODS,4393.87,744.291869477287,False
2011-06-20,TX_1,FOODS,3685.88,36.314279562408046,False
2011-06-21,TX_1,FOODS,3147.49,-502.0633103524715,False
2011-06-22,TX_1,FOODS,2456.27,-1193.270900267351,False
2011-06-23,TX_1,FOODS,3326.29,-323.2384901822302,False
2011-06-24,TX_1,FOODS,3415.54,-233.9760800971094,False
2011-06-25,TX_1,FOODS,3961.57,312.06632998801115,False
2011-06-26,TX_1,FOODS,4250.31,600.8187400731322,False
2011-06-27,TX_1,FOODS,3423.76,-225.71884984174767,False
2011-06-28,TX_1,FOODS,2948.85,-700.6164397566272,False
2011-06-29,TX_1,FOODS,2690.51,-958.9440296715061,False
2011-06-30,TX_1,FOODS,2868.87,-780.5716195863861,False
2011-07-01,TX_1,FOODS,4557.6,908.1707904987352,False
2011-07-02,TX_1,FOODS,4342.95,693.533200583855,False
2011-07-03,TX_1,FOODS,4707.08,1057.6756106689759,False
2011-07-04,TX_1,FOODS,3622.65,-26.741979245903167,False
2011-07-05,TX_1,FOODS,3916.08,266.700430839217,False
2011-07-06,TX_1,FOODS,4304.63,655.262840924338,False
2011-07-07,TX_1,FOODS,4463.17,813.8152510094587,False
2011-07-08,TX_1,FOODS,3800.71,151.36766109457903,False
2011-07-09,TX_1,FOODS,4834.93,1185.6000711797,False
2011-07-10,TX_1,FOODS,4613.95,964.63248126482,False
2011-07-11,TX_1,FOODS,4641.58,992.2748913499408,False
2011-07-12,TX_1,FOODS,4314.38,665.0873014350618,False
2011-07-13,TX_1,FOODS,4740.56,1091.2797115201824,False
2011-07-14,TX_1,FOODS,3473.97,-175.29787839469736,False
2011-07-15,TX_1,FOODS,4862.83,1213.5745316904236,False
2011-07-16,TX_1,FOODS,4789.17,1139.926941775544,False
2011-07-17,TX_1,FOODS,5066.0,1416.7693518606648,False
2011-07-18,TX_1,FOODS,3504.01,-145.2082380542147,False
2011-07-19,TX_1,FOODS,3325.34,-323.86582796909397,False
2011-07-20,TX_1,FOODS,3155.4,-493.79341788397323,False
2011-07-21,TX_1,FOODS,3427.86,-221.32100779885286,False
2011-07-22,TX_1,FOODS,3711.09,61.92140228626795,False
2011-07-23,TX_1,FOODS,4284.99,635.8338123713884,False
2011-07-24,TX_1,FOODS,4416.85,767.7062224565093,False
2011-07-25,TX_1,FOODS,3406.91,-242.22136745837042,False
2011-07-26,TX_1,FOODS,3310.44,-338.6789573732499,False
2011-07-27,TX_1,FOODS,2989.43,-659.6765472881293,False
2011-07-28,TX_1,FOODS,3010.18,-638.9141372030085,False
2011-07-29,TX_1,FOODS,3369.14,-279.94172711788815,False
2011-07-30,TX_1,FOODS,3381.57,-267.49931703276707,False
2011-07-31,TX_1,FOODS,4249.8,600.7430930523537,False
2011-08-01,TX_1,FOODS,4561.39,912.3455031374742,False
2011-08-02,TX_1,FOODS,3474.32,-174.71208677740515,False
2011-08-03,TX_1,FOODS,4341.47,692.4503233077153,False
2011-08-04,TX_1,FOODS,3387.44,-261.56726660716413,False
2011-08-05,TX_1,FOODS,4255.55,606.5551434779568,False
2011-08-06,TX_1,FOODS,5742.59,2093.607553563077,False
2011-08-07,TX_1,FOODS,5831.62,2182.6499636481976,False
2011-08-08,TX_1,FOODS,3742.16,93.20237373331838,False
2011-08-09,TX_1,FOODS,4454.36,805.4147838184385,False
2011-08-10,TX_1,FOODS,3534.6,-114.33280609644044,False
2011-08-11,TX_1,FOODS,4278.79,629.86960398868,False
2011-08-12,TX_1,FOODS,4922.61,1273.7020140738005,False
2011-08-13,TX_1,FOODS,6553.7,2904.8044241589214,False
2011-08-14,TX_1,FOODS,5372.22,1723.3368342440422,False
2011-08-15,TX_1,FOODS,4909.2,1260.3292443291625,False
2011-08-16,TX_1,FOODS,4196.84,547.9816544142832,False
2011-08-17,TX_1,FOODS,4029.64,380.7940644994037,False
2011-08-18,TX_1,FOODS,4006.16,357.3264745845245,False
2011-08-19,TX_1,FOODS,4158.9800000000005,510.15888466964543,False
2011-08-20,TX_1,FOODS,5616.7,1967.8912947547656,False
2011-08-21,TX_1,FOODS,6630.33,2981.5337048398865,False
2011-08-22,TX_1,FOODS,4420.08,771.2961149250068,False
2011-08-23,TX_1,FOODS,3510.41,-138.36147498987248,False
2011-08-24,TX_1,FOODS,3614.91,-33.84906490475214,False
2011-08-25,TX_1,FOODS,3168.48,-480.2666548196312,False
2011-08-26,TX_1,FOODS,3170.9,-477.8342447345103,False
2011-08-27,TX_1,FOODS,4692.19,1043.4681653506095,False
2011-08-28,TX_1,FOODS,5115.2,1466.4905754357305,False
2011-08-29,TX_1,FOODS,3399.53,-249.1670144791483,False
2011-08-30,TX_1,FOODS,3086.35,-562.3346043940282,False
2011-08-31,TX_1,FOODS,3316.52,-332.1521943089074,False
2011-09-01,TX_1,FOODS,4974.1,1325.4402157762133,False
2011-09-02,TX_1,FOODS,4023.58,374.9326258613337,False
2011-09-03,TX_1,FOODS,5695.34,2046.7050359464547,False
2011-09-04,TX_1,FOODS,4376.17,727.547446031575,False
